1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.547809984940293093e-01,8.680547279705522756e-01,4.022958443719129029e-01,3.257374324235716156e-01,2.837548702089066066e-01
9.234989612064278264e-01,7.941646937402642159e-01,1.970379500873408740e-01,1.160413116838973774e-01,6.853596904495726228e-02
8.959761436095733389e-01,7.421530463908398989e-01,7.910474542213540017e-02,4.948299741792164946e-02,3.102431574012171067e-02
8.695946551388540335e-01,6.961980708598446421e-01,-1.408627167218778897e-02,6.921288345696501032e-02,2.810744009984054992e-02
8.420101228634834234e-01,6.409981854175426097e-01,-5.152303020777761200e-02,-6.459784918647126783e-03,6.110499136490518679e-02
8.148658248970540585e-01,6.003608519489651574e-01,-6.869635092388159947e-02,2.145759373297564596e-02,8.242793275429757816e-02
7.866935793785839737e-01,5.463349478883366972e-01,-5.928936038958467630e-02,2.097403027356983460e-02,-2.010464065101661216e-02
7.595848579327311167e-01,5.024418261491890858e-01,-7.280829882309870771e-02,-1.784105973829402253e-02,-4.934423584694015708e-02
7.318832273895315987e-01,4.660634526919670839e-01,-3.926357597603246513e-02,-3.638602900400979279e-02,-8.996047210148490347e-02
7.058567263897898014e-01,4.283509816450088437e-01,-5.112177179405334726e-02,8.830150232433168350e-03,-5.030254543764396680e-02
6.814911511678105605e-01,3.913683626980995478e-01,-8.517069210848227101e-02,-1.080789026287207709e-02,1.461215578323659878e-02
6.555857434907083059e-01,3.458983324755732780e-01,-1.170541203235435784e-01,-3.854337235557179359e-02,3.633708112503129459e-03
6.316857749399482636e-01,3.016552677080916456e-01,-1.028889862359283619e-01,-5.195414734758420361e-02,-3.192431093783745441e-03
6.064705335401471276e-01,2.626702907427647116e-01,-7.984084730953325271e-02,-4.213893828088929872e-02,-5.738508746552519607e-02
5.809395919638272732e-01,2.301903795843044664e-01,-9.321958202123667436e-02,-4.763119692465542232e-02,-6.300133812640817954e-02
5.580447741455735189e-01,2.025542109859623241e-01,-9.383134842901169614e-02,-7.337567221994752142e-02,-2.659067161007022326e-02
5.328866718191401786e-01,1.760745927665405275e-01,-9.685288162555752423e-02,-5.247343872319942121e-02,-2.747768735859046699e-02
5.072203734786389084e-01,1.503399304056040331e-01,-1.099384729863922966e-01,-7.905720450941020050e-02,-5.121795005395071015e-02
4.819927739828839819e-01,1.197114448499620315e-01,-1.048178095353142908e-01,-9.586365852462089276e-02,-5.049961893401797713e-02
4.553838167794558855e-01,9.717596283461624185e-02,-1.018449702223990783e-01,-1.211755666963826028e-01,-5.078849355179104047e-02
4.304608499423954182e-01,7.158278789877263459e-02,-9.856751669122949810e-02,-1.375870110529849866e-01,-5.158676084517539034e-02
4.062671010886129697e-01,5.254763868032623353e-02,-5.712754079804636259e-02,-1.432185059131489691e-01,-1.179721348594222827e-02
3.815933292439174229e-01,3.797386545268385816e-02,-1.017916648422496628e-01,-7.290380527650829057e-02,8.577054356648551592e-03
3.579180454414833124e-01,1.766025306430754963e-02,-1.008135036433208953e-01,-4.751324825779877636e-02,4.110681647910101148e-03
3.359610968034588141e-01,-7.115353324516799326e-03,-1.060271978866305642e-01,-8.686160364106902676e-02,-1.921815588972558206e-02
3.113824096143336662e-01,-3.378857815122760649e-02,-9.903866576735687044e-02,-8.569140580270354079e-02,-6.246237184285953481e-02
2.867060330812962188e-01,-4.999723675038584420e-02,-1.068543830027258446e-01,-5.186769129151021229e-02,-2.739495009347740415e-02
2.618706093087334041e-01,-5.019840824273928692e-02,-1.042727024982451345e-01,-9.029512164843850330e-02,3.906824060264755573e-03
2.382365754494789323e-01,-5.237643990838505154e-02,-7.995905038441107615e-02,-3.238775437690857850e-02,5.690020611432546147e-04
2.167134402198789001e-01,-6.163085611685605730e-02,-5.163131374687738445e-02,-4.359608191312348141e-02,1.341269434831779232e-02
1.951092526629956969e-01,-6.899004806407971202e-02,-6.639676007119117707e-02,-6.770529437361151592e-02,2.286002751854338683e-02
1.745129738883490211e-01,-8.361828493040901478e-02,-8.944804584748236587e-02,-1.322022941555582032e-01,2.193842688987038270e-02
1.549044486612869975e-01,-9.422245158317400782e-02,-7.690812876462230219e-02,-1.124853777242699887e-01,-8.617299529211372780e-03
1.338769554399849848e-01,-9.615124141334929764e-02,-8.191191591689006568e-02,-1.116411369504679701e-01,4.579973299178942241e-03
1.174717120348806598e-01,-9.971174139570605777e-02,-8.223390672751722252e-02,-1.528876987570477186e-01,-6.176647768137718750e-03
1.000311879534163118e-01,-1.120261555626294314e-01,-1.209985936963291625e-01,-1.692919235254914390e-01,4.287896537590198121e-02
8.277096583157367293e-02,-1.208990663868142745e-01,-1.284709111076902666e-01,-1.369031582878235120e-01,-2.312468154619102493e-03
6.618112429903226512e-02,-1.223944297817794319e-01,-1.359831392022776975e-01,-7.597744006245599202e-02,-1.564006916684803142e-02
4.928471846682389718e-02,-1.206538541290409772e-01,-1.264434328237635519e-01,-1.193865928417095629e-01,-3.573904275839998729e-02
3.192352374577326485e-02,-1.159195342282032387e-01,-9.911604663964715400e-02,-6.052509749931311162e-02,-2.473862279122764768e-02
1.697178762539000227e-02,-1.152461061044105922e-01,-6.581380365332811788e-02,-7.317289487768226242e-02,-2.318896243131154597e-02
3.927115677117518425e-03,-1.210689663203535771e-01,-1.112037631454414616e-01,-9.321678626679463786e-02,-1.240714980781320621e-02
-7.651759727044230540e-03,-1.287503126888989435e-01,-1.086523975958015170e-01,-1.098652316780285298e-01,-1.295652654651935354e-02
-1.619818896163713329e-02,-1.271994069098947022e-01,-8.599564625481409541e-02,-1.249530959173829059e-01,-1.972777170084146197e-03
-2.340443950979352594e-02,-1.216932110685330221e-01,-8.884504323618785948e-02,-6.663938029570079524e-02,-1.478879083814849983e-02
-3.034234493789772155e-02,-1.114550843567450183e-01,-1.109484904450370457e-01,-7.732118831990320018e-02,3.227429381859390004e-03
-3.700216090166356941e-02,-1.089998490908925810e-01,-9.429645297996969155e-02,-1.018585044895260888e-01,3.293268412150563915e-03
-4.026570796549706205e-02,-1.062605103809163565e-01,-1.038541144329539478e-01,-1.059544880015612367e-01,1.521169550625230127e-02
-4.428738954355732754e-02,-1.012660963226751087e-01,-6.954793164199080113e-02,-1.521809741565835206e-01,2.572389397308394790e-02
